otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu552	11	11	15	0	18	10	5	19	2	17
otu432	5	5	15	16	0	2	14	2	5	11
otu1825	9	17	9	17	20	15	13	4	14	12
otu2931	13	12	0	0	3	11	15	0	6	18
otu1761	3	0	3	5	18	6	6	12	14	8
otu1622	0	3	7	12	9	11	6	14	4	8
otu549	17	5	5	14	10	14	8	8	5	0
otu2422	9	15	7	12	16	15	15	17	13	9
otu2445	13	3	7	9	11	19	16	14	16	20
otu1260	15	14	1	17	4	14	2	17	2	15
otu1059	14	1	8	4	2	0	1	10	2	1
otu1115	19	7	0	11	14	7	20	20	5	15
otu1150	2	14	12	4	15	10	5	20	17	9
otu855	1	9	0	12	8	8	12	9	4	13
otu1933	2	7	15	20	20	9	18	3	13	16
otu2655	13	19	11	16	20	17	0	4	17	14
otu154	8	13	5	5	6	9	1	12	5	3
otu2686	3	10	7	4	0	18	13	16	10	2
otu1515	2	18	11	5	3	16	17	8	15	11
otu1274	3	14	3	0	15	8	15	12	1	16
otu783	4	1	19	8	2	5	17	15	6	15
otu1645	16	15	7	7	5	9	20	16	12	18
otu862	20	18	2	6	20	18	0	13	15	0
otu1114	15	16	6	7	4	0	13	19	14	10
otu1970	20	7	11	4	6	14	14	14	5	12
otu1368	3	4	8	18	1	6	8	6	5	3
otu1921	8	3	5	13	1	6	7	8	7	20
otu906	20	10	11	0	11	2	5	19	9	18
otu655	2	18	10	2	12	14	9	9	6	12
otu137	17	4	11	16	8	19	4	16	4	20
otu510	20	13	0	4	16	20	3	19	8	10
otu2781	18	11	2	16	18	18	2	8	3	15
otu2907	7	0	9	16	9	17	15	14	15	7
otu2757	17	0	16	2	11	13	19	5	8	14
otu2361	9	4	18	2	0	3	0	19	8	6
otu216	8	10	6	17	10	9	15	13	9	15
otu905	3	20	12	14	0	18	19	14	19	20
otu555	14	5	19	8	12	18	9	18	6	0
otu1379	10	2	14	13	12	3	15	13	18	12
otu1735	8	14	4	15	9	12	2	18	8	1
otu155	19	0	7	1	1	18	2	0	2	9
otu413	6	10	0	9	5	4	7	5	18	13
otu1661	18	3	2	19	17	9	11	14	17	6
otu1773	16	6	0	19	17	1	13	7	1	13
otu764	9	5	11	18	20	19	9	8	11	10
otu553	8	12	3	4	6	2	16	1	16	9
otu1034	12	2	2	9	5	13	19	17	17	9
otu16	17	19	10	4	12	13	17	1	2	11
otu1701	15	20	17	13	13	6	9	8	1	0
otu2785	17	12	16	7	13	10	15	13	18	0
otu2004	5	1	1	6	2	15	20	3	15	19
otu1507	9	6	19	5	11	4	17	13	0	18
otu2324	2	19	3	11	17	5	11	16	6	0
otu2339	6	8	2	11	0	14	19	4	14	18
otu2293	20	11	5	4	12	3	4	5	14	14
otu716	15	20	14	20	7	9	20	11	7	7
otu2725	10	4	2	17	3	16	3	20	0	9
otu405	4	11	5	18	15	13	12	9	6	8
otu1462	14	2	17	9	6	5	8	13	0	11
otu1600	11	17	12	5	1	2	7	8	1	3
otu86	3	15	10	12	1	8	11	18	5	9
otu2823	2	3	0	1	16	17	11	9	5	12
otu1640	8	14	19	3	8	9	1	3	6	6
otu2723	16	14	2	13	6	8	10	20	19	4
otu58	4	7	12	8	6	17	14	6	14	5
otu2498	0	14	16	19	0	7	15	10	15	10
otu2833	4	7	16	14	8	17	0	18	19	17
otu1484	8	16	19	19	13	9	6	4	0	17
otu2006	19	2	6	6	2	14	14	13	17	8
otu2688	16	8	19	11	20	11	0	4	5	16
otu452	17	3	16	4	6	2	17	16	0	0
otu1074	9	8	1	13	19	13	13	9	10	2
otu2618	4	18	16	18	2	10	4	4	18	16
otu2513	16	10	7	17	16	11	9	3	7	5
otu2008	7	6	9	5	11	6	5	0	12	2
otu709	13	14	6	3	2	15	12	15	18	20
otu998	6	20	17	16	2	8	16	4	2	20
otu1013	0	15	1	15	17	9	11	19	13	9
otu2307	4	13	14	17	14	9	18	11	13	1
otu2080	14	20	2	8	9	3	16	6	20	9
otu588	19	10	14	11	9	7	14	11	18	2
otu1649	7	3	8	10	7	0	19	13	8	17
otu2539	14	5	12	10	3	0	2	5	4	14
otu543	1	14	17	20	8	3	20	0	17	7
otu999	5	15	13	13	17	6	0	12	5	8
otu373	11	2	10	7	5	11	4	5	7	9
otu1691	19	4	11	15	11	10	14	19	13	5
otu287	20	4	19	5	20	20	16	6	2	13
otu2411	6	15	1	12	12	12	12	15	15	1
otu1404	7	5	10	4	9	18	19	0	18	1
otu129	12	9	9	9	12	5	15	8	3	11
otu1725	4	1	13	8	0	7	8	20	15	5
otu2341	15	7	3	5	10	1	12	4	5	1
otu599	2	14	1	16	4	19	12	12	5	14
otu149	9	4	6	8	11	16	8	19	4	11
otu1	16	3	16	0	0	16	7	20	19	10
otu294	17	4	12	8	4	14	0	7	16	5
otu2452	8	15	13	7	10	10	10	4	15	0
otu700	19	13	16	8	6	4	9	3	5	16
otu1611	12	19	8	11	5	20	2	12	18	10
otu2778	20	16	8	10	6	10	3	3	4	11
otu2986	12	6	19	6	11	3	12	11	9	17
otu2033	2	18	3	17	3	9	14	5	3	2
otu498	20	16	7	6	0	13	6	2	9	10
otu257	6	11	18	7	14	1	7	13	7	1
otu741	14	1	12	5	12	19	12	4	7	18
otu1413	16	5	8	4	1	5	20	2	9	20
otu11	17	15	4	16	18	13	3	16	8	12
otu1542	11	18	10	6	16	4	20	18	18	17
otu319	4	6	14	2	7	14	0	5	3	10
otu1470	2	1	5	2	2	8	9	17	16	11
otu1104	3	17	13	19	15	5	6	1	20	3
otu56	18	16	3	7	19	20	14	9	4	1
otu150	19	8	8	3	3	2	18	7	14	13
otu271	19	5	13	12	5	8	13	16	17	11
otu2365	5	15	15	9	9	3	11	4	5	20
otu490	13	15	7	20	0	20	7	8	3	18
otu437	16	7	16	2	8	7	13	20	12	0
otu563	5	5	6	2	0	16	16	7	13	8
otu1177	10	2	16	9	19	19	13	5	16	11
otu687	17	17	14	16	0	9	14	13	3	0
otu872	7	9	12	0	8	16	12	12	0	13
otu456	3	18	4	6	0	6	11	13	9	5
otu734	13	17	5	2	18	15	0	13	0	14
otu2225	9	11	6	17	7	1	9	20	17	10
otu1037	1	9	7	16	16	8	11	3	8	8
otu347	0	3	0	18	13	19	17	15	20	5
otu1953	4	17	3	15	14	14	18	14	12	7
otu2789	10	5	9	13	15	20	12	14	6	18
otu975	15	11	8	16	14	5	9	5	3	5
otu1010	14	8	13	19	12	0	12	6	7	18
otu1582	18	1	8	19	15	11	13	20	15	13
otu803	19	5	18	0	4	20	11	10	18	15
otu1155	12	15	11	13	5	16	19	18	7	15
otu1473	3	14	16	10	7	8	13	19	9	6
otu477	8	16	19	7	8	5	14	9	12	16
otu598	18	13	20	18	20	17	19	13	0	16
otu92	5	13	1	1	1	5	18	2	4	2
otu2337	17	3	3	7	0	9	11	17	6	1
otu2100	13	20	9	3	14	16	13	4	13	2
otu2418	12	1	3	19	10	4	19	16	7	13
otu62	19	15	20	4	1	19	11	14	20	13
otu1291	12	16	15	2	19	17	6	9	7	7
otu1962	9	10	15	2	17	2	7	0	1	19
otu2862	12	3	12	16	11	20	8	1	1	6
otu740	13	14	6	8	11	6	7	10	8	15
otu1017	17	2	19	16	5	4	15	15	0	9
otu2261	12	9	11	17	3	14	1	8	18	18
otu507	11	0	7	8	18	1	6	8	14	6
otu832	20	15	2	3	8	15	14	7	14	12
otu1753	18	4	6	4	19	10	20	15	15	19
otu1208	16	11	20	13	9	5	12	6	6	3
otu1942	10	18	1	10	3	13	10	11	5	11
otu1734	3	8	11	7	6	10	2	13	17	3
otu1080	7	8	14	15	17	17	15	8	4	13
otu433	16	5	16	12	12	18	4	12	12	5
otu2015	5	5	11	17	5	14	0	14	13	5
otu578	4	17	2	18	17	8	17	7	5	20
otu195	3	13	7	4	17	7	12	9	4	10
otu1323	17	11	10	14	8	20	6	14	4	0
otu1001	20	15	3	10	13	13	14	10	9	10
otu1650	16	4	18	6	7	6	9	5	12	11
otu2748	15	11	2	2	18	18	13	8	19	17
otu2819	1	16	8	11	20	7	18	1	10	0
otu1186	11	7	19	12	10	16	16	10	10	7
otu2915	19	8	17	8	1	9	18	16	5	4
otu128	18	13	4	5	0	5	17	15	8	17
otu1335	14	3	8	11	16	11	3	9	13	19
otu590	3	4	7	14	1	16	2	9	9	13
otu1189	11	17	13	1	0	0	16	13	16	4
otu2064	6	20	13	20	14	0	16	18	15	12
otu135	8	4	4	8	9	14	14	6	8	5
otu630	16	7	1	1	6	1	17	13	5	15
otu662	14	16	18	1	19	4	12	0	12	12
otu2017	9	17	12	14	18	6	20	8	7	8
otu20	9	14	2	15	0	14	11	18	13	18
otu614	7	4	13	16	18	11	1	7	12	11
otu2333	12	12	2	15	15	19	2	7	18	20
otu2029	5	9	12	14	0	10	17	15	2	0
otu1206	8	10	16	20	1	10	15	8	3	12
otu1939	5	14	20	1	10	6	9	1	12	17
otu2990	0	14	20	0	11	4	19	16	20	12
otu1163	6	17	2	2	0	3	1	16	13	18
otu2458	12	7	6	1	14	0	5	18	18	20
otu2913	9	19	7	14	5	20	20	18	1	1
otu415	17	19	17	15	13	9	19	3	19	0
otu1568	3	8	7	9	18	2	11	18	13	3
otu769	13	19	20	4	8	7	13	11	20	10
otu1432	18	13	15	11	20	8	8	2	9	3
otu369	12	15	10	4	8	11	11	16	7	13
otu925	7	16	19	13	13	7	19	5	3	13
otu830	20	15	11	9	8	15	16	16	15	6
otu1648	8	12	8	8	20	12	0	12	7	18
otu2154	7	8	15	1	15	6	4	12	6	1
otu1486	12	7	1	14	12	18	1	16	1	5
otu1359	11	5	11	16	0	14	6	12	1	14
otu2589	4	3	0	2	11	18	16	7	16	11
otu225	5	2	5	17	11	2	11	1	1	3
otu2436	15	19	2	19	12	19	4	7	5	14
otu376	9	6	4	13	18	1	14	16	20	20
otu1918	18	19	2	4	12	20	6	4	14	17
otu80	17	13	4	17	1	13	9	11	8	14
otu201	5	7	14	1	20	18	10	20	16	2
otu548	12	13	20	18	4	1	15	2	11	1
otu2086	10	11	14	17	5	8	12	6	9	1
otu2884	3	11	1	1	19	18	7	14	17	9
otu177	3	8	11	20	3	19	18	9	2	1
otu14	10	9	2	10	7	14	12	13	9	15
otu1427	8	0	2	10	8	17	12	14	18	17
otu243	3	3	11	16	2	10	9	11	8	8
otu23	16	18	14	8	10	6	17	11	19	12
otu1246	5	2	4	17	0	0	7	18	18	18
otu2295	4	11	5	14	7	17	16	17	1	16
otu1370	16	13	6	4	8	12	7	16	20	12
otu2230	15	16	1	14	11	3	10	5	14	19
otu2614	9	0	5	3	6	4	13	12	7	11
otu1521	18	4	8	5	1	13	8	14	14	5
otu2957	9	0	0	1	8	17	3	0	6	4
otu1403	17	2	13	0	13	2	4	1	14	9
otu2367	19	15	17	15	7	19	17	7	3	19
otu1073	4	19	16	6	1	17	3	18	4	5
otu2692	20	14	20	11	20	14	12	13	8	19
otu1794	14	17	12	16	11	4	6	16	12	11
otu2662	19	11	12	7	13	16	9	14	10	7
otu1957	1	14	11	1	1	20	16	7	18	18
otu2549	16	16	10	3	18	19	20	2	2	14
otu1347	20	4	19	12	9	8	13	4	4	7
otu611	12	15	5	8	18	9	6	16	7	6
otu398	5	4	14	10	1	14	8	18	12	1
otu1458	0	6	10	7	4	19	8	13	16	20
otu1527	15	2	5	11	15	13	9	13	16	16
otu962	1	12	4	10	6	5	3	3	12	8
otu241	2	12	0	15	13	5	19	2	18	9
otu273	16	4	13	15	8	18	2	17	17	7
otu1685	8	4	1	13	11	6	7	1	2	2
otu1262	17	14	5	2	6	12	9	17	6	17
otu383	9	15	0	10	15	14	17	1	2	17
otu2827	15	11	8	10	11	13	15	5	13	7
otu612	12	15	10	6	4	11	15	5	17	16
otu1130	12	11	17	17	13	11	10	16	17	2
otu2128	14	15	9	6	5	3	14	9	2	5
otu470	19	20	5	4	11	5	8	14	15	12
otu34	16	14	15	4	6	2	0	16	18	13
otu889	17	0	12	17	19	4	12	15	6	0
otu145	10	4	16	17	15	2	4	0	10	20
otu1188	8	17	18	3	15	7	2	9	13	11
otu1923	16	15	5	20	20	3	11	3	8	16
otu1569	15	6	6	2	9	7	0	0	4	15
otu1906	3	0	13	10	10	12	14	3	7	4
otu1668	2	4	14	18	3	8	2	0	17	15
otu1016	17	3	12	20	18	15	6	4	19	11
otu1951	0	12	11	14	6	6	2	17	10	14
otu2097	18	4	1	4	9	17	1	9	11	14
otu2354	18	20	19	2	12	14	4	13	7	19
otu13	6	10	5	12	9	19	2	3	2	19
otu2133	14	7	3	19	2	3	14	11	3	11
otu1226	20	19	14	17	18	19	5	15	17	8
otu898	17	9	17	18	20	20	18	20	15	10
otu2744	19	16	6	3	17	1	14	12	2	9
otu569	17	9	0	14	1	7	9	15	12	2
otu2707	4	16	0	12	11	18	16	17	12	16
otu501	8	18	11	3	18	6	18	11	16	17
otu307	5	13	18	19	11	2	15	14	14	5
otu632	13	18	18	10	5	20	10	12	20	7
otu644	13	2	9	8	12	13	20	12	4	20
otu1911	20	13	5	17	13	15	18	15	2	16
otu688	8	11	15	17	16	10	8	1	0	10
otu2543	3	0	19	12	1	17	14	2	3	20
otu2260	16	2	15	4	13	20	11	5	8	7
otu1342	18	8	17	14	13	18	4	16	4	11
otu202	17	15	3	17	10	0	14	18	0	17
otu715	5	7	12	5	19	0	14	16	6	12
otu1972	8	6	5	7	1	19	7	5	12	1
otu2488	14	3	6	20	17	14	1	18	16	16
otu2060	4	16	20	0	17	18	4	15	12	11
otu1998	13	18	2	3	9	16	0	10	17	5
otu2929	17	11	15	18	18	9	9	13	17	9
otu1934	6	19	4	2	15	14	19	3	9	18
otu284	11	14	13	9	10	5	11	2	2	18
otu1139	5	17	16	1	18	20	11	12	18	2
otu402	20	10	20	17	16	7	1	16	11	19
otu1874	2	4	15	12	20	14	19	8	11	5
otu348	14	17	10	18	10	0	9	1	12	18
otu2902	17	16	18	18	5	3	12	1	19	2
otu449	2	15	14	1	16	14	9	15	6	5
otu288	17	7	17	17	18	2	11	3	2	10
otu1045	1	11	10	9	19	9	11	14	6	15
otu927	10	17	17	13	4	7	4	9	11	16
otu2287	7	3	2	14	11	2	5	3	6	17
otu2165	11	3	4	9	11	10	0	13	17	20
otu1870	20	16	2	20	6	14	11	18	1	13
otu1088	4	7	0	9	15	19	6	5	20	4
otu902	4	13	16	13	18	11	4	16	17	14
otu2743	17	17	8	19	15	10	6	9	6	4
otu957	19	5	14	17	18	16	13	13	13	6
otu791	11	12	19	10	13	12	7	2	0	14
otu1829	7	8	3	11	18	16	11	15	9	0
otu605	2	1	8	9	17	8	16	7	0	17
otu1142	7	18	5	2	7	13	0	6	8	12
otu121	16	8	11	7	4	12	13	9	15	10
otu1340	19	1	7	18	3	11	18	16	12	19
otu1480	12	3	11	17	3	3	3	6	18	7
otu2171	5	10	15	2	2	4	10	9	14	16
otu1477	17	11	9	17	3	18	15	19	18	9
otu2370	0	1	18	9	19	14	8	6	4	2
otu988	1	4	15	16	14	6	7	4	5	19
otu453	15	9	3	13	3	6	7	11	4	8
otu2294	2	12	5	9	13	9	11	2	14	2
otu2094	17	18	11	10	17	15	13	10	9	7
otu1397	20	6	15	12	20	13	8	18	1	14
otu2309	17	18	16	16	17	1	20	11	3	2
otu2009	1	0	3	12	2	16	5	10	11	5
otu2138	12	18	16	13	9	8	0	3	20	6
otu1912	2	12	8	14	18	15	1	5	19	13
otu1901	4	15	13	0	10	11	6	3	7	11
otu1185	17	7	9	4	7	4	8	10	5	1
otu1602	13	0	11	16	6	13	18	12	19	7
otu2108	6	5	14	2	8	15	15	1	10	11
otu1376	8	10	7	15	6	0	8	18	16	10
otu2167	14	5	10	12	13	5	9	2	2	1
otu2980	13	1	19	14	11	2	7	4	4	19
otu2400	12	11	17	14	2	12	12	17	7	11
otu411	11	13	20	6	12	9	6	17	13	6
otu1536	11	7	0	19	9	17	16	20	14	3
otu2906	10	20	17	10	4	0	8	12	9	20
otu328	11	14	0	17	4	15	11	7	3	19
otu1450	7	6	9	1	9	0	0	8	13	10
otu1258	0	17	0	14	20	2	8	15	9	16
otu790	7	1	1	9	13	19	13	9	14	6
otu2377	13	3	19	14	5	8	4	10	5	3
otu1364	4	10	10	7	12	6	11	4	1	18
otu2965	11	20	20	11	4	4	4	6	17	2
otu1086	3	20	1	0	1	18	17	0	4	18
otu2334	19	18	15	14	6	20	7	2	17	3
otu320	11	14	6	9	20	7	0	11	11	16
otu1678	1	3	5	16	17	15	15	1	19	17
otu2756	5	4	4	4	10	13	15	20	2	16
otu439	10	19	0	9	19	0	0	11	14	15
otu259	0	5	5	5	13	11	1	1	16	19
otu2663	10	2	8	14	17	8	13	1	1	19
otu2726	1	9	2	3	3	8	18	1	10	1
otu2893	2	2	3	0	17	18	3	5	3	8
otu1361	5	7	20	14	5	15	13	10	0	9
otu1102	9	11	8	13	1	14	11	8	13	13
otu1084	9	16	11	5	7	4	0	10	8	2
otu1660	18	6	19	10	17	15	20	19	11	16
otu2157	16	4	8	10	8	13	10	19	19	16
otu2175	14	20	0	14	5	13	13	7	6	5
otu2989	11	11	9	8	17	10	20	11	4	13
otu174	7	2	16	9	8	7	11	19	10	11
otu533	17	5	13	2	18	13	6	16	17	0
otu2566	13	9	8	2	13	3	1	2	2	17
otu1474	14	1	16	8	3	3	4	6	0	14
otu17	3	20	5	7	14	0	13	12	3	14
otu2719	1	15	18	19	1	3	19	15	9	12
otu2940	1	7	8	10	9	15	2	20	2	17
otu2389	5	20	9	13	9	2	3	2	19	4
otu1300	14	10	9	6	9	19	2	3	20	6
otu1275	9	4	4	6	13	17	0	15	4	15
otu1585	3	14	6	10	17	14	6	6	0	8
otu2041	4	7	17	18	7	8	20	3	7	13
otu873	12	17	12	14	18	1	8	11	6	20
otu856	14	17	2	1	5	8	18	15	10	15
otu1494	7	4	6	20	9	10	15	9	13	0
otu2384	7	12	4	18	15	4	4	2	12	3
otu727	14	5	1	2	13	0	3	2	11	0
otu730	5	14	19	4	1	18	2	17	13	7
otu2733	14	3	15	6	19	17	3	5	10	17
otu2852	11	3	8	0	10	8	6	1	2	20
otu2799	8	18	6	12	2	10	4	5	0	10
otu2205	7	8	10	0	19	20	16	5	1	1
otu2647	3	18	8	16	15	9	4	17	15	14
otu2146	14	8	18	19	4	15	2	12	3	16
otu355	4	5	2	3	14	1	20	14	0	3
otu2564	3	12	4	18	11	8	1	8	1	17
otu1207	10	8	11	5	7	1	9	1	10	19
otu978	10	18	9	19	5	0	11	3	9	12
otu2952	1	1	7	16	19	20	3	3	11	2
otu43	15	2	6	13	17	19	10	11	4	10
otu1408	7	4	7	18	10	14	4	13	16	15
otu2074	7	5	6	12	1	1	20	19	6	15
otu986	19	5	4	0	1	10	4	9	0	5
otu2777	6	5	5	6	2	17	2	17	1	15
otu2497	11	19	19	13	5	17	15	8	0	10
otu888	4	16	1	14	20	6	9	0	18	1
otu322	18	8	9	6	20	15	17	12	12	18
otu2762	0	11	17	11	16	1	7	15	7	15
otu1315	2	12	5	15	12	13	7	14	9	1
otu2683	10	19	15	9	4	16	17	8	9	1
otu2234	7	6	4	18	7	9	19	1	5	17
otu2788	3	0	11	7	4	14	11	9	0	0
otu112	3	17	18	15	17	9	3	15	13	2
otu974	10	16	6	15	15	9	9	1	20	14
otu1247	18	20	20	10	18	4	1	5	0	4
otu1381	10	8	20	11	0	12	18	14	0	16
otu1223	18	11	4	5	12	3	7	8	4	10
otu1082	7	11	16	15	2	1	1	18	9	19
otu535	6	3	11	15	9	11	17	3	7	15
otu1476	12	1	0	0	13	8	20	7	1	17
otu1840	7	13	15	9	7	2	10	14	20	14
otu1232	0	6	8	15	14	16	14	16	13	12
otu2926	0	4	11	11	10	6	12	19	9	18
otu1049	10	11	2	10	17	15	6	10	2	20
otu2112	5	11	0	13	14	1	14	10	2	18
otu606	14	1	3	2	10	19	13	2	10	18
otu2832	18	11	4	12	14	5	18	12	5	2
otu2349	11	15	17	20	17	4	6	12	14	8
otu1717	5	8	4	2	20	8	14	12	6	14
otu26	2	14	19	15	15	13	16	1	17	14
otu2508	0	15	16	17	16	15	4	15	1	10
otu2826	9	3	4	11	5	18	15	18	7	3
otu2544	15	3	3	12	6	15	20	14	16	9
otu1604	9	3	16	4	11	10	14	17	19	8
otu2532	19	16	4	13	11	3	3	0	18	5
otu1197	18	5	20	14	5	4	10	10	11	12
otu2930	3	16	14	0	0	10	18	4	10	14
otu714	12	17	3	12	6	16	8	2	20	20
otu290	0	14	6	3	19	11	1	10	14	19
otu924	19	14	17	8	10	5	18	18	2	7
otu1662	17	9	14	9	0	14	18	6	3	5
otu819	18	1	19	14	15	1	3	4	3	4
otu2955	13	5	4	16	10	15	0	0	10	2
otu1061	0	5	15	6	1	20	4	5	5	9
otu1320	19	4	0	9	18	2	15	8	0	6
otu114	16	4	1	5	3	7	13	17	13	11
otu1454	19	1	15	13	1	17	1	13	18	6
otu923	3	12	2	4	16	1	12	17	6	11
otu37	2	6	19	19	15	10	4	7	3	8
otu851	5	16	3	14	16	4	8	13	14	0
otu404	19	15	18	3	14	11	16	20	10	15
otu2634	18	9	16	4	13	9	1	9	20	6
otu2790	15	2	6	2	19	7	9	14	7	13
otu826	7	4	3	12	13	10	17	11	6	20
otu180	8	11	19	15	11	9	13	13	13	9
otu1914	6	7	18	8	0	17	8	12	8	6
otu2089	16	6	13	16	19	11	9	14	11	18
otu2105	2	12	17	15	16	10	3	0	12	18
otu2630	15	13	2	2	10	6	18	5	17	9
otu841	14	9	2	6	5	18	15	11	4	11
otu2551	8	18	3	15	3	11	19	20	15	14
otu2983	12	9	11	9	16	16	9	20	3	1
otu2834	6	20	17	7	14	4	0	11	4	13
otu212	19	1	12	6	9	11	11	4	18	1
otu753	17	15	10	20	6	9	3	15	2	5
otu2235	20	7	14	20	2	3	13	17	20	9
otu1777	10	5	20	16	8	18	1	14	5	18
otu756	17	9	0	13	8	4	14	14	8	12
otu2578	20	3	9	0	0	4	15	5	2	6
otu1375	5	14	4	15	4	2	19	16	1	17
otu77	12	15	17	5	10	13	5	7	0	19
otu2125	11	8	1	5	10	0	14	18	0	15
otu2229	4	15	15	1	2	19	15	14	14	6
otu1128	8	2	19	18	14	9	5	8	20	1
otu2714	11	4	4	13	15	6	20	20	10	3
otu792	11	12	20	16	1	0	17	10	4	11
otu236	10	20	20	4	17	7	20	17	3	20
otu2423	0	16	8	20	8	15	12	7	7	19
otu1852	3	17	5	10	0	2	16	16	18	7
otu1715	3	14	11	16	17	6	6	1	0	15
otu537	10	15	19	18	12	10	19	19	3	11
otu2854	16	5	2	0	15	13	13	9	2	9
otu2998	18	5	20	7	20	1	14	17	18	9
otu2701	20	17	8	18	2	8	17	14	19	10
otu2577	20	14	18	17	4	19	3	6	5	20
otu1787	7	10	7	3	4	4	16	14	8	2
otu375	10	19	4	8	4	9	15	9	16	15
otu1211	1	7	3	0	15	16	13	10	6	15
otu1343	18	3	6	6	17	20	4	8	8	17
otu608	11	10	2	5	10	20	16	12	2	13
otu749	9	0	7	20	19	17	10	10	8	14
otu2764	10	11	8	6	5	2	9	0	19	5
otu2530	2	2	16	18	8	16	3	19	9	18
otu152	1	20	4	5	0	17	15	9	19	4
otu1603	10	2	16	18	0	14	12	14	18	3
otu1389	12	0	1	12	20	3	4	7	14	0
otu479	0	9	10	14	0	19	5	9	9	14
otu1126	5	11	9	8	2	16	0	5	0	2
otu1312	5	4	15	5	14	19	8	8	4	9
otu324	17	8	20	0	17	11	0	20	9	2
otu1557	19	3	1	6	13	19	12	8	20	4
otu2027	6	4	5	6	11	18	6	0	8	18
otu2633	6	15	13	20	18	11	10	1	14	5
otu562	12	8	12	0	14	8	2	3	4	10
otu916	5	4	10	11	0	20	14	12	16	1
otu325	20	15	17	12	12	9	6	12	4	9
otu1111	11	19	11	16	0	14	15	16	20	14
otu2502	1	2	15	15	15	20	1	0	0	14
otu487	4	20	12	0	2	9	20	14	17	12
otu2059	14	14	14	6	16	16	5	18	13	1
otu968	3	2	14	18	3	20	20	15	10	9
otu343	20	5	3	16	20	2	15	14	5	1
otu895	2	7	15	15	5	0	12	7	20	15
otu1510	8	8	10	12	4	16	4	9	9	8
otu1425	8	17	7	19	10	2	9	20	3	11
otu2394	7	16	20	1	1	9	5	19	4	20
otu2210	15	18	15	16	14	6	14	16	3	7
otu95	18	8	17	3	0	6	3	16	12	16
otu2211	7	20	10	8	19	12	9	16	15	10
otu940	4	18	1	19	9	8	3	4	9	17
otu378	0	14	12	11	19	18	19	18	6	13
otu885	16	20	0	12	7	5	7	1	1	2
otu205	4	19	10	11	2	16	17	20	1	1
otu2745	11	15	13	5	11	5	16	18	17	18
otu141	3	10	4	16	14	18	7	12	12	4
otu1553	4	14	0	11	7	10	15	16	3	8
otu1121	16	19	14	1	11	10	10	8	1	2
otu2203	17	13	13	18	4	0	0	8	19	15
otu2387	16	3	20	1	18	20	5	19	7	13
otu2962	18	14	9	17	17	18	6	4	10	4
otu1736	6	20	0	8	14	8	17	18	9	6
otu1485	6	5	2	0	10	16	4	4	4	20
otu2058	14	7	17	1	7	18	15	17	8	9
otu2674	17	16	14	6	11	18	12	4	8	20
otu2828	7	10	12	18	9	6	13	18	19	4
otu2935	8	19	2	10	17	20	18	8	3	9
otu125	6	9	14	11	3	19	8	4	16	3
otu2700	13	12	7	15	17	15	16	1	4	10
otu2457	7	20	15	12	19	12	3	6	3	17
otu1071	2	2	9	17	10	2	18	20	20	8
otu784	5	10	1	16	10	9	12	18	14	9
otu2049	9	17	0	20	6	14	16	4	18	9
otu1965	5	8	8	3	2	12	12	15	19	19
otu1703	18	0	6	19	10	2	2	10	16	8
otu1672	2	5	2	3	8	11	3	15	2	9
otu2	10	7	15	1	10	10	16	1	7	9
otu94	15	11	8	19	0	18	7	15	14	9
otu1113	17	12	15	16	15	14	14	13	10	19
otu335	15	5	7	13	5	16	9	8	12	16
otu2402	15	10	1	9	19	18	18	11	11	8
otu2584	3	15	8	12	15	2	13	3	6	19
otu1637	16	18	5	7	14	19	18	8	18	19
otu2851	16	9	1	5	18	12	7	7	4	4
otu762	13	16	5	3	6	16	17	0	13	5
otu1755	1	18	5	11	9	13	20	0	20	4
otu2659	7	5	11	16	0	15	20	1	3	14
otu2314	10	17	15	5	13	16	12	0	10	7
otu1138	1	4	8	10	9	3	20	1	5	12
otu2415	10	19	16	10	2	10	12	14	6	19
otu2556	12	17	17	11	15	2	16	19	10	2
otu2186	4	13	6	14	0	8	7	16	20	3
otu173	10	7	0	15	5	14	19	1	5	15
otu1496	19	13	14	0	10	7	19	0	8	16
otu1759	1	3	2	13	7	5	15	6	11	17
otu521	11	2	19	2	14	12	10	0	0	1
otu1478	16	12	0	0	0	19	19	16	16	0
otu2321	17	4	18	3	20	6	4	4	19	5
otu2270	2	16	17	4	17	1	19	12	4	9
otu2187	10	5	17	2	14	13	18	17	7	12
otu1644	10	6	20	14	0	17	2	13	15	9
otu798	10	9	15	19	3	14	4	16	15	16
otu2434	11	1	1	7	0	5	11	6	19	18
otu880	3	4	13	11	19	1	4	16	3	7
otu416	17	11	19	7	2	19	17	11	3	4
otu457	8	12	20	11	14	8	17	12	5	17
otu1094	15	11	17	16	8	18	3	16	1	6
otu1811	0	11	4	19	15	8	7	3	14	2
otu2569	16	6	8	11	1	7	20	15	7	11
otu1518	10	18	9	3	7	9	19	3	0	9
otu1144	11	5	13	10	20	12	5	5	11	19
otu725	7	12	16	1	8	11	13	0	18	9
otu2464	13	8	13	6	5	14	8	7	8	4
otu597	10	0	14	2	3	7	9	14	13	3
otu1412	4	19	11	18	13	8	1	11	19	13
otu1421	17	3	13	13	6	14	10	2	0	7
otu812	13	13	6	3	10	0	19	7	0	2
otu522	3	18	11	10	7	11	7	19	10	20
